move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 Rb8,Qc6 g6,Bf4 Rb6,Qc4 e5,Bxe5 Qe7,Nge2 Bh6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Be3 h6,h3 Bxf3,Qxf3 e6,Qxb7 Nbd7,Bb5 Bd6,Bxd7+ Nxd7,O-O-O O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bc4 e6,O-O Nc6,Be3 Bd6,Ne2 Ne4,c3 O-O,Bd3 f5,Qc2 Bxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 Nbd7,Nxg6 hxg6,Qf3 c6,Bg2 e6,O-O Bd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Be3 Bf5,Bd3 Bxd3,Qxd3 e6,O-O Bd6,Rad1 O-O,Ne4 Nxe4,Qxe4 Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Be3 Bg4,h3 Bh5,Bb5 Bg6,d5 a6,Ba4 b5,Nxb5 axb5,Bxb5 Qd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 e6,Qf3 c6,Bd3 Bxd3,cxd3 Nd5,O-O f6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bd6,Bb5+ c6,Ba4 Bxf4,Qxf4 O-O,O-O-O Nd5,Nxd5 exd5,c3 Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bc4 Be7,O-O O-O,Bf4 Nc6,Ne2 Bd7,c3 Ne4,Bb3 Ng5,Qd3 Nxf3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e5,Nxe5 c5,Bc4 Be6,Qe2 cxd4,Ne4 Be7,O-O O-O,Bf4 Nc6,Nxc6 Bxc4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Bb5+ c6,Qg3 cxb5,Nxb5 Nc6,Bg5 Bf5,Bxf6 exf6,Qe3+ Be7,O-O-O O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bc4 e6,Bg5 Be7,Qe2 O-O,O-O-O Nd5,Ne4 Nd7,h4 N7f6,Kb1 Nf4
