move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qd8,Rd1 Bg4,Rxd8+ Kxd8,Qxb7 Nfd7,Nd5 e6,Qxc7+ Ke8,Qc8#
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nf3 e6,Bb5 Bb4,Bxd7+ Nxd7,Qxb4 Bxf3,gxf3 Qh4+,Kf1 Qh3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Be3 Bg4,Qf2 e6,Nf3 Bb4,Bd3 Nd5,Bd2 Nxc3,bxc3 Be7,O-O Qc7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bc4 e6,O-O Nc6,Be3 Be7,h3 Bh5,Bb5 Qd6,Bxc6+ Qxc6,g4 Bg6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O Nc6,Bxf6 Bxf6,d5 Nd4,Qf2 e5,Nf3 Bg4,Bc4 Bxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,Bd3 h6,Bxf6 Bxf6,Ne4 Bxd4,Ne2 Bf6,Rhf1 Qe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Bg4,Qxb7 Qxe3+,Nge2 Kd8,Rd1+ Bd7,Qxa8 Kc8,Qxa7 e5,Qxe3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 e6,O-O-O a6,h4 Nb4,Kb1 Bd7,Qxb7 Rb8,Qf3 Bc6,Qh3 Ne4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qd6,Bd3 g6,h3 Bg7,O-O-O Nbd7,Bxg6 Qa6,Bd3 Ne5,Bxa6 Nxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bc4 e6,O-O Bb4,Bg5 Bxc3,bxc3 h6,Bxf6 Qxf6,Qb1 b6,Ne5 Qh4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 Qxd4,Qxb7 Qe5+,Kf2 Qc5+,Be3 Qc6,Bb5 Qxb5,Qc8#
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 Bg4,Qf4 e6,h3 Bd6,Qg5 Bg3+,Bf2 Bxf2+,Kxf2 Qxd4+,Ke1 Bf5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qg4,O-O-O Qxf3,Nxf3 Bg4,Nb5 Nd5,Rxd5 Na6,h3 Be6,Rd1 Nb4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Be3 h6,O-O-O Bg4,Qg3 Bxd1,Nxd1 Nbd7,Nf3 Ne4,Qg4 Ndf6,Qf5 Qd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 e6,Bxd7+ Nxd7,Qe4 Bf5,Qf3 Bxc2,Nge2 Bb4,O-O O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 e6,O-O-O Bb4,Ne4 Nxe4,Qxe4 O-O,Bd3 f5,Qf4 Bd6,Qf2 Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 c6,O-O Bd6,Bg5 Nbd7,Qe1 O-O,Qh4 h6,Bxh6 gxh6,Qxh6 c5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qe5,O-O-O Bg4,Bb5+ c6,Qf4 Qxf4,Bxf4 Bxd1,Bc4 Bg4,h3 Bd7
