move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Qc6 e6,Be2 Bxe2,Ngxe2 Bb4,Bd2 O-O,O-O-O Rb8,a3 Bxc3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bf4 Rb8,Qxa7 Rxb2,Bxc7 Qc8,Ba6 Rb7,Bxb7 Qxc7,Qa8+ Nb8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bc4 Bg4,Be3 e6,O-O Bd6,d5 exd5,Nxd5 Bxf3,Qxf3 Nxd5,Qxf7#
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Bf4 g6,O-O-O Bg7,d5 cxd5,Nxd5 Qa5,Nc7+ Kf8,Rd8+ Ne8,Rxe8#
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bb4,O-O-O c6,Qg3 Bf8,Bc7 Qd7,Bxb8 Rxb8,Qxb8 Bd6,Qxa7 Ng4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Bf4 c6,Rd1 Qb6,Qg3 Na6,Bxa6 Qxa6,Bc7 Bd7,Nge2 e6,O-O Bc5+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 Nxd4,Qf2 Nc6,Bd3 e6,O-O-O Bb4,Bb5 Qe7,Bxc6+ bxc6,Nge2 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Bb4,O-O Bxc3,bxc3 Nc6,a4 Bd7,Ba3 Nd5,c4 Nc3,Qd2 Nxa4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Be3 Be7,h4 Nc6,O-O-O Bd6,g4 e5,Bg5 h6,Bxf6 gxf6,dxe5 Nxe5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Qxd4,Qxa8 Qe5+,Nge2 c6,Bf4 Qh5,Qxb8+ Kd7,Ke6,Qc8+ Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bc4 Bg7,O-O O-O,Qe1 c6,Qh4 b5,Bb3 b4,Ne2 Ba6,Rf2 Bxe2
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 e6,Nxg6 hxg6,Bg5 Be7,Bg2 Nc6,Qd2 Qxd4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,h3 Bf5,Nb5 Rc8,Nxa7 Be4,Qb3 Bd5,Qe3 e6,Bd2 Ra8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bd3 e6,O-O Be7,Qe1 Bxf3,Rxf3 O-O,Bg5 Nbd7,Rd1 c6,h3 Nd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bc4 Bf5,O-O Nbd7,Bg5 Bg6,Qe2 e6,Rae1 Be7,Ne5 O-O,Nxd7 Qxd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bc4 e6,Bg5 Be7,O-O Nbd7,Ne5 O-O,Nxd7 Nxd7,Bxe7 Qxe7,Ne4 b5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bb4,O-O-O Bxc3,Qxc3 Nd5,Qg3 O-O,Bh6 Qf6,Bg5 Qg6,Bc4 c6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bg5 Bg4,Qd2 Bxf3,gxf3 e6,O-O-O Be7,Bd3 h6,Bh4 Nbd7,Rhg1 Nh5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Be3 Bb4,Ne2 O-O,Qg3 Ne4,Qg4 f5,Qh5 Nxc3,Nxc3 f4,Bd2 Qxd4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bb5+ Bd7,Bd3 Bd6,O-O O-O,Bg5 h6,Be3 Bc6,Qd2 Bxf3,Rxf3 Nc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 c6,O-O-O Nbd7,Be5 Nb6,Bxf6 Qxf6,Qxf6 gxf6,Nf3 Bb4,Ne4 Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bd6,O-O-O Bxf4+,Qxf4 O-O,h3 Bd7,Bc4 Bc6,Nf3 Qd6,Qg5 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bb4,O-O-O O-O,g4 Bxc3,Qxc3 Nd5,Qf3 Qh4,Bg3 Qg5+,Kb1 Nc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 Rb8,Qxa7 g6,Bg5 Bg7,Bxf6 exf6,a4 O-O,Nge2 Bxe2
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 e6,Bg5 Be7,Bxf6 Bxf6,Bxd7+ Kxd7,Nf3 Bxf3,Qxf3 Ke7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Be7,O-O O-O,Qe1 c5,dxc5 Nc6,Qh4 e5,Bg5 Nd4,Bxf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 h6,Nb5 Bd6,Nxd6+ cxd6,Bb5+ Nc6,Bxc6+ bxc6,Qxc6+ Bd7,Qxd6 Qa5+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Be3 Be7,O-O-O O-O,h4 h6,g4 Nd5,Ne4 Nxe3,Qxe3 Bxh4,Kb1 Bg5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Bg5 Nbd7,O-O-O Qa5,Bxf6 Nxf6,Bc4 Bg4,Qe3 Bxd1,Nxd1 e6,Nf3 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 g6,Be3 Bg7,h3 c6,O-O-O O-O,Bc4 e6,h4 b5,Bb3 a5,a4 b4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Qxd4,Qxa8 Qd8,Bf4 e6,Bb5+ c6,Bxc6+ Nxc6,Qxc6+ Nd7,h3 Bf5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Qxd4,Qxa8 Ne4,Qxb8+ Kd7,Bb5+ Ke6,Qc8+ Kf6,Qxg4 Qf2+,Kd1 Qd4+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 c5,O-O cxd4,Ne4 Nc6,Bg5 Be7,Nxf6+ Bxf6,Bxf6 Qxf6,Qd2 b6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bc4 e6,h3 Bh5,O-O Bd6,Bg5 h6,Bh4 g5,Bf2 Nc6,Qe1 Bxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bd6,O-O-O Nc6,d5 Ne5,Bxe5 Bxe5,dxe6 Qe7,exf7+ Qxf7,Re1 Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 e6,Bg2 c6,h4 h5,Nxg6 fxg6,g5 Ng4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qg4,O-O-O Qxf3,Nxf3 Bf5,Nb5 Na6,Nbd4 Rd8,Bxa6 bxa6,Nxf5 Rxd1+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 a6,O-O-O Bd6,Be5 O-O,Bxf6 Qxf6,Qxf6 gxf6,Ne4 f5,Nc3 b6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Bg4,Qd3 Nb4,Qb5+ Nc6,dxc6 a6,Qxb7 Ne4,Bf4 Qd2+,Bxd2 Nxd2
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Bb5 Bd7,Be3 a6,Bxc6 Bxc6,Qe2 e6,O-O-O Bb4,d5 exd5,Bc5+ Kd7
