move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qe5,O-O-O Bg4,Qxb7 Qxe3+,Kb1 e5,Bb5+ c6,Qxa8 Qb6,Bxc6+ Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 a6,Bg5 Nbd7,h3 e6,O-O-O c6,Bd3 Be7,Bxf6 Nxf6,g4 Qa5,h4 Nd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Be3 Bb4,Ne2 Bxc3+,Nxc3 O-O,O-O-O Nd5,Nxd5 exd5,Bd3 Nc6,Rhf1 h5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 Nbd7,Qf3 c6,Bc4 e6,Nxg6 hxg6,O-O Nb6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 h6,O-O-O Bg4,Qg3 Bxd1,Kxd1 Nd5,Nxd5 Qxd5,Nf3 Qxa2,Qxc7 Qb1+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Be3 Bf5,Bc4 e6,O-O Bd6,Ne5 O-O,Rc1 Nbd7,Bf4 Qc7,g4 Nxe5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 g6,Be3 Bg7,Bd3 b5,Nge2 Bb7,O-O O-O,Bg5 Nbd7,Qe3 b4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 h6,Bh4 g5,Bg3 c5,Be5 Bg7,Bd3 cxd4,Bxd4 Nc6,Bc5 b6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 a6,O-O-O Bb4,a3 Bxc3,Qxc3 c6,Qg3 Nh5,Qe3 Nxf4,Qxf4 Qe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,Bg5 Nbd7,O-O-O Qa5,Kb1 h6,Bd2 Qc7,d5 cxd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 Be6,Bg5 Bd5,Qe3 Nbd7,Nf3 h6,Bh4 g5,Bg3 g4,Ne5 gxh3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 Be6,Be3 Nd5,Bc4 Nd7,Nxd5 cxd5,Bd3 Nf6,O-O-O Qd7,Ne2 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 Qxd4,Be3 Qe5,O-O-O Be6,Bd3 Nbd7,Nge2 h6,Rhf1 O-O,Bxa7 b6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qd6,Rd1 Qc6,Bb5 Bd7,Bxc6 Bxc6,Qg3 Nbd7,Qxc7 e6,Nf3 Be4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,h3 Qxd4,Be3 Qe5,O-O-O e6,Nb5 Be7,Bf4 Qf5,Nxc7+ Kf8,Nxa8 Ne5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bb5 Bg4,d5 Nxd5,Qxd5 Qxd5,Nxd5 O-O,Bxc6 bxc6,Nc3 Bxf3,gxf3 g6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,Be3 e6,Bd3 Be7,O-O Nbd7,Ne2 O-O,c3 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 Nc6,Be3 e6,Bb5 Bb4,O-O O-O,Bd3 Bxc3,bxc3 Nd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qg3 e6,Nf3 Bd6,Bf4 Bxf4,Qxf4 O-O,O-O-O Nc6,a3 Nd5,Nxd5 Bxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 e6,Bg5 Bb4,O-O-O Be7,Ne4 Nxe4,Bxe7 Qxe7,Qxe4 O-O,Bd3 g6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bd3 Bg4,Be3 Bxf3,Qxf3 e6,O-O Bb4,Rf2 Ba5,Raf1 Bc7,Ne4 Nxe4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 b6,Bc4 Bb7,O-O e6,Bg5 Be7,Qd2 O-O,Rad1 Nbd7,Qf2 c5,Qh4 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O Nbd7,Bd3 O-O,Nge2 h6,h4 Nh7,Bxe7 Qxe7,g4 e5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 Be4,Nxe4 Nxe4,Qf3 Ng5,Qf2 Nc6,Nxc6 bxc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bb5 Bd7,O-O e6,Bg5 Be7,Qe1 O-O,Qh4 h6,Bxh6 gxh6,Qxh6 Nh7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nf3 e6,Bg5 h6,Bxf6 Nxf6,Bb5+ Ke7,O-O-O Bxf3,gxf3 Rb8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 g6,h3 Bg7,Bg5 O-O,O-O-O a6,Bd3 c6,Nge2 b5,Nf4 Bb7,h4 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Qd2 O-O,Bd3 Nc6,O-O Nd5,Nxd5 Qxd5,c3 f6,Bh4 Nd8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,h4 h6,Bd3 Nc6,Nge2 Kh8,Bxf6 Bxf6,Qe4 g6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 h6,Be3 a6,O-O-O Nc6,Nge2 Bg4,Qf2 e6,h3 Bh5,g4 Bg6,Bg2 Bd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 a6,O-O-O Bd6,Be5 Bxe5,dxe5 Qe7,exf6 gxf6,Be2 Nc6,Nh3 Ne5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Be3 Bg4,Qg3 e6,h3 Bd6,Qf2 Bh5,Nf3 Na6,O-O-O Nb4,a3 Nbd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nf3 e6,Bg5 Rb8,Qc6 Rxb2,Ne5 Be7,Bxf6 Bxf6,Nxg4 Rxc2
