move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bg5 Bg7,Qd2 O-O,O-O-O Nc6,Bh6 Ng4,Bxg7 Kxg7,h3 Nf6,Bc4 a6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 e6,Bd3 Bd6,g5 Nd5,O-O Qe7,Nxd5 cxd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qe5,O-O-O g6,Nb5 Bg7,Bf4 Qf5,Nxc7+ Kf8,Rd8+ Ne8,Rxe8#
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nb5 c6,Nc7+ Qxc7,Qxc7 e6,Qxc6 Rb8,Bf4 Rd8,Bg5 Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Bb5 Bd7,d5 Nd4,Bxd7+ Qxd7,Qd3 Nf5,Nb5 Nxd5,Nf3 Qe6+,Kd1 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 Nd5,Bc4 e6,O-O f6,Nxd5 cxd5,Bd3 Nc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 Be4,Nxe4 Nxe4,Bg2 Ng3,Bxb7 Nxh1,Bxa8 Ng3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 Rb8,Bxd7+ Nxd7,Qxa7 e5,dxe5 Nxe5,Bf4 Qe7,Qxb8+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bd3 e6,a3 Nxd4,Nxd4 Qxd4,Bb5+ Qd7,Bxd7+ Bxd7,Bg5 Be7,Qd2 Bc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 e6,Nxg6 fxg6,Bg5 Be7,Bd3 O-O,Nb5 c6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,gxf3 e6,Bg5 Bb4,Bb5+ c6,Bc4 Bxc3+,bxc3 O-O,Qd2 b5,Be2 Re8,Bxf6 Qxf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 h6,h3 Nc6,Be3 a6,O-O-O e6,Bc4 Bb4,d5 Nxd5,Nxd5 O-O,Nb6 Qe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 a6,Be3 e6,h3 Nc6,O-O-O Bb4,Bd2 Bxc3,Bxc3 O-O,g4 Qd5,Qxd5 Nxd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nb5 Rc8,Bf4 e5,dxe5 Nh5,Bg5 f6,exf6 gxf6,Nxa7 Rb8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qg3 Nc6,Be3 g6,Nf3 Bg7,O-O-O O-O,d5 Na5,Nb5 Nc4,Bg5 Nd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 e6,Bc4 c6,Be3 Bb4,O-O Bxc3,bxc3 Nbd7,Rad1 b5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qd8,Bd3 Bg4,Qxb7 Nbd7,h3 Rb8,Qxa7 Be6,O-O-O Nd5,Nxd5 Bxd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Bb5 a6,Bxc6+ Bd7,Bxd7+ Qxd7,Be3 e6,Qxb7 Rc8,O-O-O Be7,Qxa6 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Ne5,Qe4 Qd6,Bf4 Nfg4,Bxe5 Nxe5,O-O-O e6,Nf3 exd5,Rxd5 Qe6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 e6,Bg5 Qb8,Qc6 Qb6,Qxa8+ Qb8,Bxd7+ Nxd7,Qxb8+ Nxb8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bd6,Nb5 Bxf4,Qxf4 Na6,O-O-O c6,Nd6+ Ke7,Ne4 Nxe4,Qxe4 Qd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Be7,O-O b6,Qe2 Bb7,Ne4 Nbd7,c4 Nxe4,Bxe4 Bxe4,Qxe4 Nf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Be7,Bg5 b6,Qd2 Bb7,O-O-O Nbd7,Ne5 Nxe5,dxe5 Nd5,Bxe7 Qxe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Be7,Be3 b6,Qd2 Bb7,O-O-O Nbd7,Ne5 Nd5,Nxd5 Bxd5,c4 Bb7
