move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Bb5 Bg4,Bxc6+ bxc6,Qxc6+ Nd7,Bf4 e6,Nb5 Rc8,h3 Bf5,O-O-O Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 Qxd4,Be3 Qe5,O-O-O Nbd7,g5 Nd5,Nxd5 cxd5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bb4,O-O-O Bxc3,Qxc3 O-O,Bxc7 Qd7,Be5 Ne4,Qe3 Nd6,Qg3 Nf5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Nge2 Qb4,a3 Qb6,Be3 Qc6,Qf4 Nd5,Nxd5 Qxd5,Nc3 Qd6,Qf3 Nc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Nge2 Nxd4,Nxd4 Qxd4,Be3 Qg4,Be2 Qxf3,Bxf3 c6,O-O-O Bd7,Rhe1 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Be3 Bg4,Bb5 a6,Ba4 b5,Bb3 e6,O-O Bxf3,Rxf3 Nxd4,Bxd4 Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Nc6,O-O-O Bb4,Ne4 O-O,Bxf6 gxf6,Nxf6+ Kg7,Nh5+ Kh8,Bd3 Qg5+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,Be3 e6,Bd3 Bb4,O-O Bxc3,bxc3 Nbd7,Qg3 g6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Bd3 Nbd7,O-O O-O,Qe1 b6,Qh4 Bb7,Ne5 Nxe5,dxe5 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Bd3 Nc6,a3 O-O,Ne2 Nd5,Bd2 Bf6,O-O Nce7,Qe1 Ng6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Be3 Nc6,O-O-O Be7,Bb5 Bd7,g4 h6,h4 Bd6,g5 hxg5,Bxg5 Qe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Bf4 Bg4,Qg3 Qxd4,Be3 Qe5,Qf2 Ne4,Nxe4 Qxe4,Bd3 Qd5,h3 Bh5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bc4 Bg7,Ne5 O-O,Bg5 Nc6,Nxc6 bxc6,Qd2 c5,d5 Bb7,O-O Qd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bg5 h6,Bxf6 exf6,Nf3 Bd6,Bb5 O-O,O-O Nb6,Qe4 f5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 e6,Qxb7 Nbd7,Nb5 Bd6,Nxd6+ cxd6,Bd3 O-O,Qf3 e5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 Nd5,Bd3 Nxc3,bxc3 e6,O-O Qf6,Qg3 Qe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 h5,Bg5 Na6,h3 Nb4,O-O-O Bd7,Bxf6 gxf6,Qxb7 Be6,Qxb4 Rb8,Qa4+ Bd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 e6,g5 Nd5,Bd3 Bb4,O-O O-O,Ne4 Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Be3 Bxf3,Qxf3 c6,O-O-O g6,d5 cxd5,Nxd5 Nxd5,Rxd5 Qc7,Bb5+ Nc6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Bf4 Qd5,Nxd5 Nxd5,Bc7 Nxc7,O-O-O e6,d5 exd5,Ne2 Bd6,Nd4 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qg4,Qf2 b6,Be2 Qe6,O-O-O c6,Nf3 h6,Rhe1 Ng4,Qg3 Qxe3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 g6,Bg5 Bg7,O-O-O O-O,h4 Bg4,Qxb7 Bxd1,Qxa8 Nbd7,Qxd8 Rxd8,Bxf6 Bxf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qg3 Qd7,Nb5 Na6,h3 Bf5,Bf4 Ne4,Qe3 c6,Na3 Bg6,O-O-O f5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nb5 Rc8,Bf4 e6,Bxc7 Qe7,Nd6+ Qxd6,Qxc8+ Ke7,Bxd6+ Kxd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qg4,O-O-O Qxf3,Nxf3 c6,h3 Nbd7,Bc4 e6,Rhe1 Be7,g4 g5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 Nxd4,Bxd4 Qxd4,Bd3 e6,O-O-O Qb6,Nge2 a6,a3 Bc5,Na4 Be3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nb5 Rb8,Nxc7+ Qxc7,Qxc7 e6,Be2 Bf5,c3 Be7,Nf3 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Bd3 O-O,O-O Nbd7,Qe1 c5,Qh4 cxd4,Ne4 Nxe4,Bxe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Be3 Bg4,Qf2 e6,Be2 Bxe2,Ngxe2 Nbd7,O-O-O Nb6,h4 Bb4,h5 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 e6,O-O-O Be7,h3 h6,g4 Bd7,Bg2 a6,Nge2 Rb8,Nf4 Nb4
