move 1,move 2,move 3,move 4,move 5,move 6,move 7,move 8,move 9,move 10,move 11,move 12
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Bf4 Qxd4,Rd1 Qb4,Bc7 Nbd7,b3 e6,Bc4 Be7,Ne2 O-O,O-O Bc5+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,Bxf6 Bxf6,Bd3 Qxd4,O-O-O Qb6,Qg3 Nc6,Nb5 O-O,Nxc7 Qxb2+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bc4 Bg7,O-O O-O,Bg5 Bg4,Qd2 e6,Bh6 Nc6,Bxg7 Kxg7,Ne2 Ne4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,h4 h6,Qd3 Nc6,Nf3 Nd5,Nxd5 Qxd5,Bxe7 Nxe7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,h4 h6,Bd3 Nbd7,Ne4 hxg5,Qh3 g4,Nxf6+ Nxf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 e6,Be3 Be7,Bd3 O-O,Nge2 b5,Ne4 Nd5,O-O-O Nxe3,Qxe3 Nd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 e6,Qf3 c6,g5 Nd5,Bd3 Qc7,O-O Nb4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bf4 Rb8,Qxa7 Rxb2,Bb5 e6,Nge2 Bxe2,Bxe2 Rxc2,Bxc7 Qc8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bb5 e6,Bg5 Bb4,Bxf6 Bxc3+,bxc3 gxf6,Bxd7+ Kxd7,Nf3 Bxf3
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bc4 Bg4,Bxf7+ Kxf7,Ne5+ Kg8,Nxg4 Nxg4,Qxg4 Qd7,Qe4 e6,O-O Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Qd2 Nd5,Bxe7 Qxe7,Bd3 Nc6,O-O O-O,Rae1 Bd7,Nxd5 Qd6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bf4 Bd6,Nge2 Nc6,Bxd6 cxd6,Nf4 Bd7,O-O-O O-O,Bd3 a5,Qh3 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Qxd4,Bd3 Qe5+,Ne4 Nxe4,Bxe4 Qd6,Qxa8 Qd1+,Kf2 Qd4+,Be3 Qf6+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bg5 h6,Bh4 g5,Bg3 Bg4,Bb5 Bd7,Ne5 Nxe5,dxe5 Nh7,e6 fxe6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Ne5,Bb5+ Bd7,Qe2 Bxb5,Qxb5+ Ned7,Qxb7 e6,Nb5 Rc8,Bg5 Bc5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 Nc6,Bb5 Qd6,d5 a6,dxc6 bxc6,Bxc6+ Nd7,Bxa8 f6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bc4 Bg7,Ng5 O-O,Nxf7 Rxf7,Bxf7+ Kxf7,Bg5 Bg4,Qd2 Kg8,h3 Bf5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qe5,O-O-O Nc6,Nb5 Bg4,Nxc7+ Qxc7,Qg3 Bxd1,Qxc7 Rd8,Bd3 Bg4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Bf4 Rc8,Bb5 Bf5,Bc6 e6,Nb5 Bd6,Bxd6 cxd6,Nxd6+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bd3 Be7,O-O h6,Be3 c6,Ne2 Nbd7,c3 O-O,Rc1 b5,Bb1 Bb7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Ne5,Qf4 Ng6,Qg3 Nxd5,Nxd5 Qxd5,Be3 Qc6,O-O-O Bd7,Nf3 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Nc6,Bb5 Bd7,O-O e6,Bg5 Be7,Bd3 h6,Bh4 g5,Bg3 Rg8,Nb5 h5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Bb4,Qd2 Bxc3,bxc3 h6,Bh4 g5,Bg3 Ne4,Qe3 Nxg3,hxg3 O-O
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 c6,g4 Nd5,Bd3 Qd6,O-O Nxc3,Qxf7+ Kd8,bxc3 Qg3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bc4 Be7,Bg5 O-O,Qe2 Nd5,Bxe7 Nxe7,O-O-O Nd5,Ne4 Nd7,a3 c6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Be3 e6,Bd3 Bb4,O-O Nbd7,Qe1 O-O,Qh4 Bxf3,Rxf3 Bxc3,bxc3 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Qxd4,Be3 Qe5,O-O-O Nc6,Bf4 Qf5,Bd3 Qg4,Qf2 e5,Re1 Bd6,h3 Qd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Bd3 O-O,O-O Nc6,Ne2 Nd5,Bxe7 Qxe7,c3 Ne3,Qd2 Nxf1
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,Be3 Bg4,Qf2 e6,h3 Bh5,g4 Bg6,O-O-O Bb4,Nge2 Bxc3,Nxc3 Nb4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Ne5,Qg3 Nfd7,Bf4 f6,O-O-O h6,Bb5 g5,Bxe5 fxe5,Qxe5 Rg8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Nc6,d5 Nb4,Bd3 Bg4,Bb5+ c6,dxc6 Bxf3,c7+ Nd7,Rxd8,Bxd7+ Rxd7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O Nbd7,Bf4 c6,Bd3 Qa5,Kb1 b5,g4 Bb7,Ne4 Nxe4
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,Bd3 Nbd7,h4 c6,Nge2 Nd5,Nxd5 cxd5,Qh5 h6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,h3 Na6,a3 Bd7,Bxa6 bxa6,Bg5 h6,Bxf6 exf6,O-O-O Qb6,Qe4+ Be7
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Bb4,Bd3 Nbd7,O-O O-O,Qe1 Bxc3,bxc3 c6,Qh4 Qb6,Kh1 Qa5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 e6,Bg5 Be7,O-O-O O-O,Bd3 h6,h4 Nc6,Nge2 a6,Qg3 Nh5,Qf3 Bxg5+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 e6,Bg5 Be7,Qd2 Nbd7,Bd3 a6,O-O b5,Qf4 Bb7,Ne4 O-O,Nxf6+ Bxf6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 g6,Bf4 Bg7,Qd2 c6,O-O-O Bg4,Be2 Nbd7,h3 Be6,h4 h6,Ne5 Nxe5
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bh5,g4 Bg6,Ne5 Qd6,Qf3 Qxd4,Nxg6 hxg6,Qxb7 Qe5+,Be2 Qg3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 c6,Bc4 e6,O-O Bd6,Be3 Kf8,Qe1 Nbd7,Rd1 g6,Qh4 Kg7,Bg5 Rf8
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 c6,Bd3 Qxd4,Be3 Qg4,Qf2 e6,h3 Qb4,O-O-O Nbd7,Nge2 Nc5,a3 Nxd3+
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,Bc4 e6,Be3 Bb4,O-O Bxc3,bxc3 O-O,Qe1 Bh5,Bg5 Nbd7,Qh4 Bg6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Nxf3 Bg4,h3 Bxf3,Qxf3 e6,Qxb7 Nbd7,Bg5 Be7,Bb5 O-O,O-O h6,Bh4 a6
d4 d5,e4 dxe4,Nc3 Nf6,f3 exf3,Qxf3 Bg4,Qxb7 Nbd7,Nb5 Rc8,Bf4 e5,dxe5 Nh5,e6 Bxe6,Bxc7 Qh4+,g3 Bb4+
